0,0,0,0
-0.0039248,-0.0787622,0.00495596,0.100451
-0.0120586,-0.0845125,0.0158378,0.120185
-0.0187625,-0.0501768,0.026876,0.103636
-0.0210305,0.00432729,0.0356446,0.0741742
-0.0174437,0.067085,0.0414404,0.0433577
-0.00752611,0.131103,0.0443817,0.0162944
0.00865058,0.192399,0.0449241,-0.00528816
0.0307082,0.248825,0.0436116,-0.0213197
0.0581091,0.299337,0.0409595,-0.0324511
0.0902437,0.343552,0.0374076,-0.0395674
0.126484,0.381474,0.0333083,-0.0435511
0.166212,0.41333,0.0289322,-0.0451806
0.208839,0.439467,0.0244798,-0.0450982
0.253815,0.460294,0.0200949,-0.0438122
0.30063,0.476242,0.0158769,-0.0417129
0.348819,0.487745,0.0118917,-0.0390939
0.397957,0.495228,0.00817982,-0.0361712
0.447664,0.499095,0.00476345,-0.0331017
0.497596,0.499731,0.00165157,-0.0299971
0.54745,0.497499,-0.00115619,-0.0269354
0.596955,0.492736,-0.00366671,-0.0239699
0.645873,0.485756,-0.0058912,-0.0211358
0.693998,0.476852,-0.0078437,-0.018455
0.741151,0.466292,-0.00953997,-0.0159402
0.787178,0.454324,-0.0109967,-0.0135972
0.831949,0.441176,-0.0122308,-0.0114272
0.875358,0.427057,-0.0132593,-0.00942788
0.917316,0.412155,-0.0140988,-0.00759484
0.957754,0.396643,-0.0147654,-0.00592201
0.996619,0.380679,-0.0152745,-0.00440237
1.03387,0.364403,-0.015641,-0.00302826
1.06949,0.347942,-0.0158787,-0.00179171
1.10346,0.331409,-0.0160008,-0.000684604
1.13577,0.314904,-0.0160197,0.000301174
1.16644,0.298518,-0.0159469,0.00117362
1.19549,0.282328,-0.0157933,0.00194056
1.22292,0.266403,-0.0155689,0.00260956
1.24878,0.250801,-0.015283,0.00318795
1.2731,0.235574,-0.0149441,0.00368273
1.29592,0.220763,-0.0145602,0.00410062
1.31728,0.206405,-0.0141386,0.00444801
1.33723,0.192527,-0.0136859,0.00473095
1.35581,0.179154,-0.0132082,0.00495521
1.37309,0.166302,-0.012711,0.00512619
1.3891,0.153983,-0.0121993,0.005249
1.40392,0.142207,-0.0116777,0.00532844
1.41758,0.130977,-0.0111501,0.005369
1.43014,0.120293,-0.0106202,0.00537489
1.44166,0.110154,-0.0100913,0.00535002
1.4522,0.100554,-0.00956613,0.00529804
1.4618,0.0914852,-0.00904729,0.00522231
1.47053,0.0829379,-0.00853693,0.00512599
1.47842,0.0749005,-0.00803694,0.00501194
1.48553,0.0673599,-0.00754895,0.00488283
1.49192,0.0603017,-0.00707432,0.0047411
1.49762,0.0537104,-0.00661417,0.00458898
1.50269,0.0475698,-0.00616945,0.00442851
1.50716,0.0418628,-0.00574087,0.00426153
1.51108,0.0365719,-0.00532901,0.00408972
1.5145,0.0316793,-0.00493425,0.0039146
1.51744,0.0271671,-0.00455686,0.00373752
1.51995,0.0230171,-0.00419698,0.0035597
1.52206,0.0192113,-0.00385462,0.00338221
1.52381,0.0157318,-0.0035297,0.00320603
1.52523,0.0125607,-0.00322206,0.00303197
1.52634,0.00968088,-0.00293144,0.00286078
1.52718,0.00707508,-0.00265753,0.00269308
1.52777,0.0047267,-0.00239997,0.00252942
1.52814,0.00261955,-0.00215833,0.00237025
1.5283,0.000737919,-0.00193215,0.00221595
1.52829,-0.000933352,-0.00172093,0.00206683
1.52813,-0.00240889,-0.00152416,0.00192314
1.52782,-0.00370274,-0.00134128,0.00178506
1.5274,-0.00482838,-0.00117173,0.00165273
1.52687,-0.00579867,-0.00101495,0.00152622
1.52625,-0.00662589,-0.000870365,0.00140559
1.52555,-0.00732171,-0.000737383,0.00129084
1.52479,-0.00789722,-0.000615431,0.00118195
1.52398,-0.00836292,-0.000503934,0.00107884
1.52312,-0.0087287,-0.000402326,0.000981454
1.52223,-0.00900391,-0.000310047,0.00088967
1.52132,-0.00919734,-0.00022655,0.000803367
1.5204,-0.00931722,-0.000151303,0.000722403
1.51946,-0.00937127,-8.37865e-05,0.000646624
1.51853,-0.00936668,-2.34968e-05,0.000575862
1.51759,-0.00931017,3.0052e-05,0.000509942
1.51667,-0.00920798,7.73286e-05,0.000448681
1.51575,-0.00906587,0.000118783,0.000391891
1.51486,-0.00888921,0.000154847,0.00033938
1.51398,-0.00868291,0.000185933,0.000290954
1.51312,-0.00845151,0.000212435,0.000246419
1.51229,-0.00819916,0.000234726,0.000205581
1.51148,-0.00792967,0.000253162,0.000168248
1.5107,-0.0076465,0.000268079,0.000134227
1.50995,-0.0073528,0.000279795,0.000103334
1.50923,-0.0070514,0.000288608,7.53827e-05
1.50854,-0.00674488,0.000294801,5.01959e-05
1.50789,-0.00643553,0.000298637,2.7599e-05
1.50726,-0.00612541,0.000300364,7.42349e-06
